SURAT LALU LINTAS KEIMIGRASIAN KANIM PKP,,,,,,,,,,,,
TAHUN 2026,,,,,,,,,,,,
NO,Tanggal,Klasifikasi,,,,Jenis,Nomor,Nomor,Isi Ringkasan,Nomor Surat,Pengelola,Status
446,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
447,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
448,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
449,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
450,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
451,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
452,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
453,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
454,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
455,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
456,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
457,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
458,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
459,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
460,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
461,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
462,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
463,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
464,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
465,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
466,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
467,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
468,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
469,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
470,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
471,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
472,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
473,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
474,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
475,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
476,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
477,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
478,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
479,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
480,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
481,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
482,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
483,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
484,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
485,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
486,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
487,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
488,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
489,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
490,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
491,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
492,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
493,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
494,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
495,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
496,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
497,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
498,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
499,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
500,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
501,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
502,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
503,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
504,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
505,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
506,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
507,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
508,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
509,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
510,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
511,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
512,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
513,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
514,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
515,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
516,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
517,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
518,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
519,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
520,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
521,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
522,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
523,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
524,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
525,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
526,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
527,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
528,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
529,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
530,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
531,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
532,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
533,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
534,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
535,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
536,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
537,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
538,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
539,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
540,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
541,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
542,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
543,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
544,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
545,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
546,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
547,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
548,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
549,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
550,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
551,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
552,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
553,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
554,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
555,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
556,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
557,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
558,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
559,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
560,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
561,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
562,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
563,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
564,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
565,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
566,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
567,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
568,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
569,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
570,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
571,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
572,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
573,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
574,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
575,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
576,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
577,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
578,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
579,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
580,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
581,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
582,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
583,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
584,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
585,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
586,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
587,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
588,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
589,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
590,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
591,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
592,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
593,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
594,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
595,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
596,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
597,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
598,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
599,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
600,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
601,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
602,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
603,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
604,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
605,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
606,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
607,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
608,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
609,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
610,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
611,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
612,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
613,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
614,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
615,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
616,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
617,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
618,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
619,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
620,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
621,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
622,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
623,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
624,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
625,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
626,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
627,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
628,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
629,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
630,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
631,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
632,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
633,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
634,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
635,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
636,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
637,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
638,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
639,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
640,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
641,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
642,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
643,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
644,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
645,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
646,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
647,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
648,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
649,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
650,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
651,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
652,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
653,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
654,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
655,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
656,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
657,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
658,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
659,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
660,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
661,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
662,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
663,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
664,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
665,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
666,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
667,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
668,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
669,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
670,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
671,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
672,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
673,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
674,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
675,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
676,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
677,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
678,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
679,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
680,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
681,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
682,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
683,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
684,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
685,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
686,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
687,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
688,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
689,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
690,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
691,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
692,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
693,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
694,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
695,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
696,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
697,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
698,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
699,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
700,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
701,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
702,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
703,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
704,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
705,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
706,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
707,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
708,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
709,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
710,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
711,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
712,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
713,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
714,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
715,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
716,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
717,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
718,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
719,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
720,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
721,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
722,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
723,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
724,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
725,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
726,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
727,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
728,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
729,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
730,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
731,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
732,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
733,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
734,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
735,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
736,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
737,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
738,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
739,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
740,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
741,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
742,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
743,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
744,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
745,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
746,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
747,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
748,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
749,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
750,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
751,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
752,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
753,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
754,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
755,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
756,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
757,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
758,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
759,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
760,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
761,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
762,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
763,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
764,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
765,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
766,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
767,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
768,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
769,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
770,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
771,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
772,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
773,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
774,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
775,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
776,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
777,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
778,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
779,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
780,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
781,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
782,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
783,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
784,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
785,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
786,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
787,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
788,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
789,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
790,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
791,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
792,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
793,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
794,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
795,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
796,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
797,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
798,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
799,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
800,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
801,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
802,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
803,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
804,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
805,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
806,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
807,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
808,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
809,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
810,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
811,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
812,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
813,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
814,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
815,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
816,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
817,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
818,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
819,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
820,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
821,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
822,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
823,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
824,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
825,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
826,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
827,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
828,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
829,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
830,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
831,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
832,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
833,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
834,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
835,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
836,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
837,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
838,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
839,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
840,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
841,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
842,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
843,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
844,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
845,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
846,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
847,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
848,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
849,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
850,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
851,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
852,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
853,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
854,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
855,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
856,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
857,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
858,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
859,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
860,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
861,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
862,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
863,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
864,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
865,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
866,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
867,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
868,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
869,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
870,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
871,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
872,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
873,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
874,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
875,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
876,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
877,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
878,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
879,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
880,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
881,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
882,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
883,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
884,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
885,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
886,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
887,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
888,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
889,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
890,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
891,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
892,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
